Frequency,1k,10k,100k,1M,10M,100M,1G,10G,defect,x,Mg,electric field,tunability,loss,FOM
,0,0,0,0,0,0,0,1,0.24,0.67,0.4,20,0.386418581,0.0441103466,8.7602707932
,0,0,0,0,0,0,0,1,0.24,0.68,0.4,20,0.3841586709,0.0447415747,8.5861678646
,0,0,0,0,0,0,0,1,0.24,0.69,0.4,20,0.3807457685,0.0453334749,8.3987774893
,0,0,0,0,0,0,0,1,0.24,0.7,0.4,20,0.3763174117,0.0458836183,8.2015635567
,0,0,0,0,0,0,0,1,0.28,0.5,0.4,20,0.1627089381,0.0288764909,5.6346506459
,0,0,0,0,0,0,0,1,0.28,0.51,0.4,20,0.1782812476,0.0297268797,5.9973078035
,0,0,0,0,0,0,0,1,0.28,0.52,0.4,20,0.1941699237,0.0305906907,6.3473533698
,0,0,0,0,0,0,0,1,0.28,0.53,0.4,20,0.2097413987,0.0314688087,6.6650568409
,0,0,0,0,0,0,0,1,0.28,0.54,0.4,20,0.2248946875,0.0323615186,6.9494479008
,0,0,0,0,0,0,0,1,0.28,0.55,0.4,20,0.2398617864,0.0332589932,7.2119376843
,0,0,0,0,0,0,0,1,0.28,0.56,0.4,20,0.2548680007,0.0341563858,7.4617965201
,0,0,0,0,0,0,0,1,0.28,0.57,0.4,20,0.2701753378,0.0350552388,7.7071315743
,0,0,0,0,0,0,0,1,0.28,0.58,0.4,20,0.2862596214,0.0359566174,7.9612500313
,0,0,0,0,0,0,0,1,0.28,0.59,0.4,20,0.3029624522,0.0368544124,8.2205204878
,0,0,0,0,0,0,0,1,0.28,0.6,0.4,20,0.3173825741,0.0377475619,8.4080284428
,0,0,0,0,0,0,0,1,0.28,0.61,0.4,20,0.3295134902,0.038634751,8.5289404402
,0,0,0,0,0,0,0,1,0.28,0.62,0.4,20,0.3400070965,0.0395028293,8.6071580827
,0,0,0,0,0,0,0,1,0.28,0.63,0.4,20,0.3495049775,0.0403393805,8.6641136569
,0,0,0,0,0,0,0,1,0.28,0.64,0.4,20,0.3572202623,0.0411426052,8.6824900991
,0,0,0,0,0,0,0,1,0.28,0.65,0.4,20,0.3625538349,0.0419119932,8.6503601289
,0,0,0,0,0,0,0,1,0.28,0.66,0.4,20,0.3657127917,0.0426470004,8.5753461737
,0,0,0,0,0,0,0,1,0.28,0.67,0.4,20,0.3664399683,0.043346744,8.4536907386
,0,0,0,0,0,0,0,1,0.28,0.68,0.4,20,0.3655326366,0.0440100543,8.3056620223
,0,0,0,0,0,0,0,1,0.28,0.69,0.4,20,0.3633698523,0.044635307,8.1408615001
,0,0,0,0,0,0,0,1,0.28,0.7,0.4,20,0.3601017892,0.045220457,7.9632496682
,0,0,0,0,0,0,0,1,0.3,0.5,0.4,20,0.1544186473,0.0283860229,5.4399535942
,0,0,0,0,0,0,0,1,0.3,0.51,0.4,20,0.1692982912,0.0292313118,5.7916761437
,0,0,0,0,0,0,0,1,0.3,0.52,0.4,20,0.1846405566,0.0300897304,6.1363313711
,0,0,0,0,0,0,0,1,0.3,0.53,0.4,20,0.199820295,0.0309622977,6.4536649359
,0,0,0,0,0,0,0,1,0.3,0.54,0.4,20,0.2145474404,0.0318497308,6.7362403076
,0,0,0,0,0,0,0,1,0.3,0.55,0.4,20,0.2290425301,0.0327473916,6.9942221016
,0,0,0,0,0,0,0,1,0.3,0.56,0.4,20,0.2435264736,0.0336461104,7.2378789318
,0,0,0,0,0,0,0,1,0.3,0.57,0.4,20,0.2582871616,0.0345471352,7.4763698959
,0,0,0,0,0,0,0,1,0.3,0.58,0.4,20,0.2737935483,0.0354522578,7.7228804395
,0,0,0,0,0,0,0,1,0.3,0.59,0.4,20,0.2902368605,0.0363555141,7.9832968309
,0,0,0,0,0,0,0,1,0.3,0.6,0.4,20,0.3050726056,0.0372543111,8.1889208683
,0,0,0,0,0,0,0,1,0.3,0.61,0.4,20,0.3175123036,0.0381476879,8.3232384734
,0,0,0,0,0,0,0,1,0.3,0.62,0.4,20,0.3281526268,0.039028611,8.4080016786
,0,0,0,0,0,0,0,1,0.3,0.63,0.4,20,0.337631017,0.0398802049,8.4661304486
,0,0,0,0,0,0,0,1,0.3,0.64,0.4,20,0.3457934558,0.0406988896,8.4963855083
,0,0,0,0,0,0,0,1,0.3,0.65,0.4,20,0.3515256345,0.0414837077,8.4738239176
,0,0,0,0,0,0,0,1,0.3,0.66,0.4,20,0.3551228642,0.0422342569,8.4084080144
,0,0,0,0,0,0,0,1,0.3,0.67,0.4,20,0.3565602601,0.0429498069,8.3017895966
,0,0,0,0,0,0,0,1,0.3,0.68,0.4,20,0.3563421369,0.0436292924,8.1674975068
,0,0,0,0,0,0,0,1,0.3,0.69,0.4,20,0.3548150957,0.0442712605,8.0145695355
,0,0,0,0,0,0,0,1,0.3,0.7,0.4,20,0.3521348536,0.0448739007,7.8472084688
,0,0,0,0,0,0,0,1,0.32,0.5,0.4,20,0.1463079005,0.0278921016,5.2454957535
,0,0,0,0,0,0,0,1,0.32,0.51,0.4,20,0.1604946554,0.0287323855,5.5858451224
,0,0,0,0,0,0,0,1,0.32,0.52,0.4,20,0.1752242595,0.0295855682,5.922626137
,0,0,0,0,0,0,0,1,0.32,0.53,0.4,20,0.1900177151,0.0304524843,6.2398099685
,0,0,0,0,0,0,0,1,0.32,0.54,0.4,20,0.2043487728,0.0313342847,6.5215713317
,0,0,0,0,0,0,0,1,0.32,0.55,0.4,20,0.2184024304,0.0322290473,6.7765710965
,0,0,0,0,0,0,0,1,0.32,0.56,0.4,20,0.2323891371,0.0331283733,7.0148067638
,0,0,0,0,0,0,0,1,0.32,0.57,0.4,20,0.2466591448,0.0340318456,7.2478920979
,0,0,0,0,0,0,0,1,0.32,0.58,0.4,20,0.2616179585,0.034939602,7.4877200519
,0,0,0,0,0,0,0,1,0.32,0.59,0.4,20,0.2775261402,0.0358484089,7.7416585203
,0,0,0,0,0,0,0,1,0.32,0.6,0.4,20,0.2928129733,0.0367528759,7.9670764839
,0,0,0,0,0,0,0,1,0.32,0.61,0.4,20,0.3056090474,0.0376522318,8.1166250389
,0,0,0,0,0,0,0,1,0.32,0.62,0.4,20,0.3164746165,0.0385434255,8.2108585938
,0,0,0,0,0,0,0,1,0.32,0.63,0.4,20,0.3259805739,0.0394096971,8.2715828308
,0,0,0,0,0,0,0,1,0.32,0.64,0.4,20,0.3345415294,0.0402439348,8.31284344
,0,0,0,0,0,0,0,1,0.32,0.65,0.4,20,0.3406893015,0.0410444401,8.300498208
,0,0,0,0,0,0,0,1,0.32,0.66,0.4,20,0.3446618617,0.0418107472,8.243379628
,0,0,0,0,0,0,0,1,0.32,0.67,0.4,20,0.346719265,0.0425422192,8.1500041963
,0,0,0,0,0,0,0,1,0.32,0.68,0.4,20,0.3471983969,0.0432380214,8.0299325838
,0,0,0,0,0,0,0,1,0.32,0.69,0.4,20,0.3463166654,0.0438967757,7.8893417541
,0,0,0,0,0,0,0,1,0.32,0.7,0.4,20,0.3442310095,0.0445168242,7.7326048227
,0,0,0,0,0,0,0,1,0.34,0.5,0.4,20,0.1384096742,0.0273944791,5.0524659985
,0,0,0,0,0,0,0,1,0.34,0.51,0.4,20,0.1519195437,0.0282298699,5.3815176704
,0,0,0,0,0,0,0,1,0.34,0.52,0.4,20,0.1659751981,0.0290779471,5.7079407129
,0,0,0,0,0,0,0,1,0.34,0.53,0.4,20,0.1803483367,0.0299394056,6.0237781307
,0,0,0,0,0,0,0,1,0.34,0.54,0.4,20,0.1943015754,0.0308154821,6.3053232388
,0,0,0,0,0,0,0,1,0.34,0.55,0.4,20,0.2079375833,0.0317059271,6.5583189744
,0,0,0,0,0,0,0,1,0.34,0.56,0.4,20,0.2214661688,0.0326038785,6.792632625
,0,0,0,0,0,0,0,1,0.34,0.57,0.4,20,0.2352880985,0.0335089639,7.0216464825
,0,0,0,0,0,0,0,1,0.34,0.58,0.4,20,0.2497258931,0.0344192348,7.2554167619
,0,0,0,0,0,0,0,1,0.34,0.59,0.4,20,0.2650310695,0.0353326946,7.501014924
,0,0,0,0,0,0,0,1,0.34,0.6,0.4,20,0.2805779874,0.0362429507,7.7415878669
,0,0,0,0,0,0,0,1,0.34,0.61,0.4,20,0.2937754393,0.0371483527,7.908168679
,0,0,0,0,0,0,0,1,0.34,0.62,0.4,20,0.3049058318,0.0380471647,8.0138910272
,0,0,0,0,0,0,0,1,0.34,0.63,0.4,20,0.314520359,0.038927719,8.079598987
,0,0,0,0,0,0,0,1,0.34,0.64,0.4,20,0.3232094049,0.0397774428,8.1254445271
,0,0,0,0,0,0,0,1,0.34,0.65,0.4,20,0.3300326467,0.0405939072,8.1301029998
,0,0,0,0,0,0,0,1,0.34,0.66,0.4,20,0.334392339,0.0413762107,8.0817535812
,0,0,0,0,0,0,0,1,0.34,0.67,0.4,20,0.336908102,0.0421238057,7.9980452004
,0,0,0,0,0,0,0,1,0.34,0.68,0.4,20,0.3380845487,0.0428359881,7.8925353119
,0,0,0,0,0,0,0,1,0.34,0.69,0.4,20,0.3378523886,0.0435115919,7.7646524489
,0,0,0,0,0,0,0,1,0.34,0.7,0.4,20,0.3363707066,0.0441490784,7.6189745922
,0,0,0,0,0,0,0,1,0.36,0.5,0.4,20,0.1307269782,0.0268929582,4.8610114673
,0,0,0,0,0,0,0,1,0.36,0.51,0.4,20,0.1435819715,0.027723616,5.1790492084
,0,0,0,0,0,0,0,1,0.36,0.52,0.4,20,0.156965062,0.0285667069,5.4946852134
,0,0,0,0,0,0,0,1,0.36,0.53,0.4,20,0.1708336473,0.0294228699,5.8061517412
,0,0,0,0,0,0,0,1,0.36,0.54,0.4,20,0.1844322979,0.0302932803,6.0882247176
,0,0,0,0,0,0,0,1,0.36,0.55,0.4,20,0.1976714432,0.0311782584,6.3400412128
,0,0,0,0,0,0,0,1,0.36,0.56,0.4,20,0.2107793093,0.0320747271,6.5715074876
,0,0,0,0,0,0,0,1,0.36,0.57,0.4,20,0.2241723537,0.0329790935,6.7974079912
,0,0,0,0,0,0,0,1,0.36,0.58,0.4,20,0.2381135821,0.0338910706,7.0258501099
,0,0,0,0,0,0,0,1,0.36,0.59,0.4,20,0.2528430223,0.0348080248,7.2639290437
,0,0,0,0,0,0,0,1,0.36,0.6,0.4,20,0.2683438361,0.0357241854,7.5115452766
,0,0,0,0,0,0,0,1,0.36,0.61,0.4,20,0.2819745243,0.0366356932,7.696715953
,0,0,0,0,0,0,0,1,0.36,0.62,0.4,20,0.2934179604,0.0375412405,7.8158834522
,0,0,0,0,0,0,0,1,0.36,0.63,0.4,20,0.3032097518,0.0384340882,7.8890840397
,0,0,0,0,0,0,0,1,0.36,0.64,0.4,20,0.3118964136,0.0392990112,7.9364951961
,0,0,0,0,0,0,0,1,0.36,0.65,0.4,20,0.3194283247,0.0401316062,7.9595200628
,0,0,0,0,0,0,0,1,0.36,0.66,0.4,20,0.3242674172,0.0409301966,7.9224495394
,0,0,0,0,0,0,0,1,0.36,0.67,0.4,20,0.3271820545,0.0416941494,7.8471934122
,0,0,0,0,0,0,0,1,0.36,0.68,0.4,20,0.3289952278,0.0424229242,7.7551284831
,0,0,0,0,0,0,0,1,0.36,0.69,0.4,20,0.3294160366,0.0431154594,7.6403230114
,0,0,0,0,0,0,0,1,0.36,0.7,0.4,20,0.3285395205,0.043770466,7.5059635074
,0,0,0,0,0,0,0,1,0.38,0.5,0.4,20,0.1232829168,0.0263872854,4.6720575812
,0,0,0,0,0,0,0,1,0.38,0.51,0.4,20,0.135484755,0.0272133034,4.978622147
,0,0,0,0,0,0,0,1,0.38,0.52,0.4,20,0.1482208222,0.0280515365,5.2838753485
,0,0,0,0,0,0,0,1,0.38,0.53,0.4,20,0.1614722013,0.0289025903,5.5867726603
,0,0,0,0,0,0,0,1,0.38,0.54,0.4,20,0.1747423112,0.0297674127,5.8702552674
,0,0,0,0,0,0,0,1,0.38,0.55,0.4,20,0.1876113415,0.0306469183,6.1217033198
,0,0,0,0,0,0,0,1,0.38,0.56,0.4,20,0.2003470808,0.0315410234,6.3519524481
,0,0,0,0,0,0,0,1,0.38,0.57,0.4,20,0.2133321762,0.032444451,6.5753054721
,0,0,0,0,0,0,0,1,0.38,0.58,0.4,20,0.2267982364,0.0333557017,6.7993843583
,0,0,0,0,0,0,0,1,0.38,0.59,0.4,20,0.2409732193,0.0342743881,7.0307081368
,0,0,0,0,0,0,0,1,0.38,0.6,0.4,20,0.2560814023,0.0351961814,7.2758291415
,0,0,0,0,0,0,0,1,0.38,0.61,0.4,20,0.2701786458,0.036113847,7.4813033848
,0,0,0,0,0,0,0,1,0.38,0.62,0.4,20,0.2819813192,0.0370258465,7.6157966895
,0,0,0,0,0,0,0,1,0.38,0.63,0.4,20,0.2920047343,0.0379283391,7.6988537128
,0,0,0,0,0,0,0,1,0.38,0.64,0.4,20,0.3007717133,0.0388085395,7.7501425505
,0,0,0,0,0,0,0,1,0.38,0.65,0.4,20,0.308694303,0.0396570042,7.784105462
,0,0,0,0,0,0,0,1,0.38,0.66,0.4,20,0.3143105805,0.0404721722,7.7660912033
,0,0,0,0,0,0,0,1,0.38,0.67,0.4,20,0.3175747097,0.0412527844,7.6982612039
,0,0,0,0,0,0,0,1,0.38,0.68,0.4,20,0.3198607266,0.0419983305,7.6160343231
,0,0,0,0,0,0,0,1,0.38,0.69,0.4,20,0.3209891319,0.0427079424,7.5159118857
,0,0,0,0,0,0,0,1,0.38,0.7,0.4,20,0.3207338452,0.0433809087,7.3934330749
,0,0,0,0,0,0,0,1,0.4,0.5,0.4,20,0.1161150858,0.0258773081,4.4871392863
,0,0,0,0,0,0,0,1,0.4,0.51,0.4,20,0.1276647151,0.0266988389,4.7816579432
,0,0,0,0,0,0,0,1,0.4,0.52,0.4,20,0.1397555619,0.0275322944,5.0760594039
,0,0,0,0,0,0,0,1,0.4,0.53,0.4,20,0.1523281783,0.0283783227,5.3677653859
,0,0,0,0,0,0,0,1,0.4,0.54,0.4,20,0.1652306467,0.0292377789,5.6512721868
,0,0,0,0,0,0,0,1,0.4,0.55,0.4,20,0.1777531654,0.0301117711,5.9031122683
,0,0,0,0,0,0,0,1,0.4,0.56,0.4,20,0.1901588142,0.031002447,6.1336711325
,0,0,0,0,0,0,0,1,0.4,0.57,0.4,20,0.2027644217,0.0319050364,6.3552480918
,0,0,0,0,0,0,0,1,0.4,0.58,0.4,20,0.2157824337,0.0328154117,6.5756430446
,0,0,0,0,0,0,0,1,0.4,0.59,0.4,20,0.2294251174,0.0337334052,6.8011253545
,0,0,0,0,0,0,0,1,0.4,0.6,0.4,20,0.2439116836,0.0346584767,7.0375765707
,0,0,0,0,0,0,0,1,0.4,0.61,0.4,20,0.2583874166,0.0355824195,7.2616595563
,0,0,0,0,0,0,0,1,0.4,0.62,0.4,20,0.2705853879,0.0365009196,7.4131115288
,0,0,0,0,0,0,0,1,0.4,0.63,0.4,20,0.2808849514,0.0374114029,7.5080037001
,0,0,0,0,0,0,0,1,0.4,0.64,0.4,20,0.2897878289,0.0383054614,7.5651830916
,0,0,0,0,0,0,0,1,0.4,0.65,0.4,20,0.297811687,0.039169874,7.6030800354
,0,0,0,0,0,0,0,1,0.4,0.66,0.4,20,0.304284662,0.04000156,7.606819884
,0,0,0,0,0,0,0,1,0.4,0.67,0.4,20,0.308141917,0.0407991186,7.5526611254
,0,0,0,0,0,0,0,1,0.4,0.68,0.4,20,0.3107335567,0.0415616669,7.4764459628
,0,0,0,0,0,0,0,1,0.4,0.69,0.4,20,0.3124889433,0.0422888771,7.3893885279
,0,0,0,0,0,0,0,1,0.4,0.7,0.4,20,0.312910527,0.0429800414,7.2803682083
,0,0,0,0,0,0,0,1,0.42,0.5,0.4,20,0.10922122,0.025362825,4.3063507318
,0,0,0,0,0,0,0,1,0.42,0.51,0.4,20,0.1201384962,0.0261799525,4.5889501213
,0,0,0,0,0,0,0,1,0.42,0.52,0.4,20,0.1316060126,0.0270088203,4.8727049585
,0,0,0,0,0,0,0,1,0.42,0.53,0.4,20,0.1435085386,0.0278500002,5.1529097871
,0,0,0,0,0,0,0,1,0.42,0.54,0.4,20,0.1558981687,0.0287042372,5.4311900927
,0,0,0,0,0,0,0,1,0.42,0.55,0.4,20,0.1681073457,0.0295729451,5.6844979467
,0,0,0,0,0,0,0,1,0.42,0.56,0.4,20,0.1802109033,0.0304591805,5.9164724836
,0,0,0,0,0,0,0,1,0.42,0.57,0.4,20,0.1924605072,0.0313607454,6.1369876495
,0,0,0,0,0,0,0,1,0.42,0.58,0.4,20,0.2050524354,0.0322702676,6.3542217233
,0,0,0,0,0,0,0,1,0.42,0.59,0.4,20,0.2181832343,0.0331874043,6.5742783716
,0,0,0,0,0,0,0,1,0.42,0.6,0.4,20,0.2320755571,0.0341119543,6.8033497893
,0,0,0,0,0,0,0,1,0.42,0.61,0.4,20,0.2465931326,0.0350409821,7.0372780048
,0,0,0,0,0,0,0,1,0.42,0.62,0.4,20,0.2592261136,0.0359660685,7.2075187645
,0,0,0,0,0,0,0,1,0.42,0.63,0.4,20,0.2698430419,0.036883954,7.3160009336
,0,0,0,0,0,0,0,1,0.42,0.64,0.4,20,0.2789308429,0.0377894267,7.3811874712
,0,0,0,0,0,0,0,1,0.42,0.65,0.4,20,0.286986053,0.0386698358,7.4214448307
,0,0,0,0,0,0,0,1,0.42,0.66,0.4,20,0.2941073477,0.0395179279,7.4423777594
,0,0,0,0,0,0,0,1,0.42,0.67,0.4,20,0.2987892926,0.0403326042,7.408132912
,0,0,0,0,0,0,0,1,0.42,0.68,0.4,20,0.301759243,0.0411126986,7.339806271
,0,0,0,0,0,0,0,1,0.42,0.69,0.4,20,0.3038898408,0.0418579131,7.2600332481
,0,0,0,0,0,0,0,1,0.42,0.7,0.4,20,0.3049992621,0.0425674245,7.1650861118
,0,0,0,0,0,0,0,1,0.44,0.5,0.4,20,0.1026136875,0.0248435047,4.1304030466
,0,0,0,0,0,0,0,1,0.44,0.51,0.4,20,0.1129174903,0.025656417,4.40114028
,0,0,0,0,0,0,0,1,0.44,0.52,0.4,20,0.123774305,0.0264808591,4.6741045875
,0,0,0,0,0,0,0,1,0.44,0.53,0.4,20,0.1350326538,0.0273173284,4.9431134635
,0,0,0,0,0,0,0,1,0.44,0.54,0.4,20,0.1468126923,0.0281665344,5.21230941
,0,0,0,0,0,0,0,1,0.44,0.55,0.4,20,0.1586955786,0.0290301703,5.4665741523
,0,0,0,0,0,0,0,1,0.44,0.56,0.4,20,0.1705018431,0.0299120303,5.7001093336
,0,0,0,0,0,0,0,1,0.44,0.57,0.4,20,0.1824100018,0.0308113769,5.9202158473
,0,0,0,0,0,0,0,1,0.44,0.58,0.4,20,0.1945907474,0.031720113,6.1346170929
,0,0,0,0,0,0,0,1,0.44,0.59,0.4,20,0.2072406709,0.0326365121,6.3499638155
,0,0,0,0,0,0,0,1,0.44,0.6,0.4,20,0.2205690295,0.0335602611,6.5723275764
,0,0,0,0,0,0,0,1,0.44,0.61,0.4,20,0.2347748727,0.0344906338,6.8069167433
,0,0,0,0,0,0,0,1,0.44,0.62,0.4,20,0.2478829175,0.0354210287,6.9981851628
,0,0,0,0,0,0,0,1,0.44,0.63,0.4,20,0.2588618994,0.0363458171,7.1221923196
,0,0,0,0,0,0,0,1,0.44,0.64,0.4,20,0.2681862712,0.0372606255,7.1975783445
,0,0,0,0,0,0,0,1,0.44,0.65,0.4,20,0.2763293087,0.0381562747,7.2420410764
,0,0,0,0,0,0,0,1,0.44,0.66,0.4,20,0.2837477922,0.0390210859,7.2716528937
,0,0,0,0,0,0,0,1,0.44,0.67,0.4,20,0.2892984152,0.0398528054,7.2591731572
,0,0,0,0,0,0,0,1,0.44,0.68,0.4,20,0.2929493189,0.0406510197,7.2064445385
,0,0,0,0,0,0,0,1,0.44,0.69,0.4,20,0.2953276038,0.0414145179,7.1310163386
,0,0,0,0,0,0,0,1,0.44,0.7,0.4,20,0.2969808578,0.0421425737,7.0470508022
,0,0,0,0,0,0,0,1,0.46,0.5,0.4,20,0.0962917134,0.0243190024,3.9595256342
,0,0,0,0,0,0,0,1,0.46,0.51,0.4,20,0.1060164645,0.025127871,4.2190786677
,0,0,0,0,0,0,0,1,0.46,0.52,0.4,20,0.1162679493,0.0259480253,4.4808014466
,0,0,0,0,0,0,0,1,0.46,0.53,0.4,20,0.1269025058,0.0267800111,4.7387025094
,0,0,0,0,0,0,0,1,0.46,0.54,0.4,20,0.1380335689,0.0276244208,4.9967950423
,0,0,0,0,0,0,0,1,0.46,0.55,0.4,20,0.149541229,0.0284833256,5.2501323441
,0,0,0,0,0,0,0,1,0.46,0.56,0.4,20,0.1610588282,0.0293608308,5.4854996882
,0,0,0,0,0,0,0,1,0.46,0.57,0.4,20,0.1726114601,0.0302565768,5.704923635
,0,0,0,0,0,0,0,1,0.46,0.58,0.4,20,0.1843903661,0.03116473,5.9166360851
,0,0,0,0,0,0,0,1,0.46,0.59,0.4,20,0.1965839267,0.0320803858,6.1278541949
,0,0,0,0,0,0,0,1,0.46,0.6,0.4,20,0.2093821019,0.0330034867,6.3442418616
,0,0,0,0,0,0,0,1,0.46,0.61,0.4,20,0.2229961157,0.0339337885,6.571506618
,0,0,0,0,0,0,0,1,0.46,0.62,0.4,20,0.2365334779,0.034866944,6.783889001
,0,0,0,0,0,0,0,1,0.46,0.63,0.4,20,0.247920692,0.0357972831,6.925684592
,0,0,0,0,0,0,0,1,0.46,0.64,0.4,20,0.2575267255,0.0367206484,7.0131312142
,0,0,0,0,0,0,0,1,0.46,0.65,0.4,20,0.2658151984,0.0376290567,7.064094126
,0,0,0,0,0,0,0,1,0.46,0.66,0.4,20,0.2732555866,0.038510628,7.0955889527
,0,0,0,0,0,0,0,1,0.46,0.67,0.4,20,0.2796255648,0.0393598936,7.1043272536
,0,0,0,0,0,0,0,1,0.46,0.68,0.4,20,0.2840929329,0.0401761383,7.071185657
,0,0,0,0,0,0,0,1,0.46,0.69,0.4,20,0.2869367301,0.0409582108,7.0055972782
,0,0,0,0,0,0,0,1,0.46,0.7,0.4,20,0.288872242,0.0417050086,6.9265599432
,0,0,0,0,0,0,0,1,0.48,0.5,0.4,20,0.0902594775,0.0237879176,3.794341271
,0,0,0,0,0,0,0,1,0.48,0.51,0.4,20,0.0994141772,0.0245935973,4.0422788089
,0,0,0,0,0,0,0,1,0.48,0.52,0.4,20,0.1091111675,0.025409935,4.2940356794
,0,0,0,0,0,0,0,1,0.48,0.53,0.4,20,0.1191162318,0.0262376089,4.5399042365
,0,0,0,0,0,0,0,1,0.48,0.54,0.4,20,0.1296050102,0.0270774346,4.7864582489
,0,0,0,0,0,0,0,1,0.48,0.55,0.4,20,0.1406598538,0.0279319771,5.035800126
,0,0,0,0,0,0,0,1,0.48,0.56,0.4,20,0.1518743783,0.0288051963,5.2724646178
,0,0,0,0,0,0,0,1,0.48,0.57,0.4,20,0.1630950123,0.0296965651,5.4920497287
,0,0,0,0,0,0,0,1,0.48,0.58,0.4,20,0.1744789332,0.0306036714,5.7012418843
,0,0,0,0,0,0,0,1,0.48,0.59,0.4,20,0.1862154305,0.0315187499,5.9080842702
,0,0,0,0,0,0,0,1,0.48,0.6,0.4,20,0.1985042989,0.0324412361,6.1188882658
,0,0,0,0,0,0,0,1,0.48,0.61,0.4,20,0.2115375549,0.0333709419,6.3389746545
,0,0,0,0,0,0,0,1,0.48,0.62,0.4,20,0.2251592278,0.0343060829,6.5632450215
,0,0,0,0,0,0,0,1,0.48,0.63,0.4,20,0.236993745,0.0352394804,6.7252338091
,0,0,0,0,0,0,0,1,0.48,0.64,0.4,20,0.2469304353,0.0361692347,6.8270848789
,0,0,0,0,0,0,0,1,0.48,0.65,0.4,20,0.2554170191,0.0370878279,6.8868152589
,0,0,0,0,0,0,0,1,0.48,0.66,0.4,20,0.2629058361,0.0379862599,6.9210771682
,0,0,0,0,0,0,0,1,0.48,0.67,0.4,20,0.2697461545,0.0388534665,6.9426534824
,0,0,0,0,0,0,0,1,0.48,0.68,0.4,20,0.2750515938,0.0396876894,6.9304007857
,0,0,0,0,0,0,0,1,0.48,0.69,0.4,20,0.2786456645,0.0404884443,6.8821035068
,0,0,0,0,0,0,0,1,0.48,0.7,0.4,20,0.2808532417,0.0412542783,6.8078573489
,0,0,0,0,0,0,0,1,0.5,0.5,0.4,20,0.0845200568,0.0232496113,3.6353320367
,0,0,0,0,0,0,0,1,0.5,0.51,0.4,20,0.0931197405,0.0240522288,3.8715638902
,0,0,0,0,0,0,0,1,0.5,0.52,0.4,20,0.102307938,0.0248654541,4.1144608737
,0,0,0,0,0,0,0,1,0.5,0.53,0.4,20,0.1116995737,0.0256895684,4.3480517835
,0,0,0,0,0,0,0,1,0.5,0.54,0.4,20,0.1215535104,0.0265252162,4.58256436
,0,0,0,0,0,0,0,1,0.5,0.55,0.4,20,0.1320905387,0.0273757726,4.8250889803
,0,0,0,0,0,0,0,1,0.5,0.56,0.4,20,0.1429365277,0.028244799,5.0606317892
,0,0,0,0,0,0,0,1,0.5,0.57,0.4,20,0.1538480818,0.0291319061,5.2810853252
,0,0,0,0,0,0,0,1,0.5,0.58,0.4,20,0.1648657024,0.0300366227,5.4888228962
,0,0,0,0,0,0,0,1,0.5,0.59,0.4,20,0.1761715561,0.0309512615,5.6919022864
,0,0,0,0,0,0,0,1,0.5,0.6,0.4,20,0.1879564077,0.0318732038,5.8970039184
,0,0,0,0,0,0,0,1,0.5,0.61,0.4,20,0.200416401,0.0328023769,6.1098133715
,0,0,0,0,0,0,0,1,0.5,0.62,0.4,20,0.2137378901,0.0337381326,6.3352021475
,0,0,0,0,0,0,0,1,0.5,0.63,0.4,20,0.2260618061,0.0346745737,6.519526615
,0,0,0,0,0,0,0,1,0.5,0.64,0.4,20,0.236375317,0.0356077701,6.6383072104
,0,0,0,0,0,0,0,1,0.5,0.65,0.4,20,0.2451115996,0.0365347937,6.708990931
,0,0,0,0,0,0,0,1,0.5,0.66,0.4,20,0.252707392,0.037447542,6.748303854
,0,0,0,0,0,0,0,1,0.5,0.67,0.4,20,0.259652108,0.0383328237,6.773623306
,0,0,0,0,0,0,0,1,0.5,0.68,0.4,20,0.2657992244,0.039185416,6.7831160552
,0,0,0,0,0,0,0,1,0.5,0.69,0.4,20,0.2701947689,0.0400046818,6.7540786914
,0,0,0,0,0,0,0,1,0.5,0.7,0.4,20,0.2729926407,0.0407898277,6.692664718
,0,0,0,0,0,0,0,1,0.52,0.5,0.4,20,0.079067871,0.0227037147,3.4825962203
,0,0,0,0,0,0,0,1,0.52,0.51,0.4,20,0.0871359333,0.0235034712,3.7073644382
,0,0,0,0,0,0,0,1,0.52,0.52,0.4,20,0.0958236381,0.0243136138,3.941151607
,0,0,0,0,0,0,0,1,0.52,0.53,0.4,20,0.1046588719,0.0251345262,4.1639484694
,0,0,0,0,0,0,0,1,0.52,0.54,0.4,20,0.1138839945,0.025966825,4.3857496825
,0,0,0,0,0,0,0,1,0.52,0.55,0.4,20,0.1238279939,0.0268142391,4.6179939486
,0,0,0,0,0,0,0,1,0.52,0.56,0.4,20,0.1342617273,0.0276792701,4.8506238356
,0,0,0,0,0,0,0,1,0.52,0.57,0.4,20,0.1448640823,0.0285622701,5.0718686502
,0,0,0,0,0,0,0,1,0.52,0.58,0.4,20,0.1555423141,0.0294631701,5.2792117607
,0,0,0,0,0,0,0,1,0.52,0.59,0.4,20,0.1664438844,0.0303774755,5.4791875118
,0,0,0,0,0,0,0,1,0.52,0.6,0.4,20,0.177754879,0.0312990658,5.6792391228
,0,0,0,0,0,0,0,1,0.52,0.61,0.4,20,0.1896657944,0.0322278365,5.8851544192
,0,0,0,0,0,0,0,1,0.52,0.62,0.4,20,0.2023753524,0.0331632309,6.1024015727
