Frequency,1k,10k,100k,1M,10M,100M,1G,10G,defect,x,Mg,electric field,tunability,loss,FOM
,0,0,0,0,1,0,0,0,0.78,0.61,0.2,20,0.1306953132,-0.0024641328,-53.0390704592
,0,0,0,0,1,0,0,0,0.78,0.62,0.2,20,0.1404654533,-0.0019851755,-70.7571966811
,0,0,0,0,1,0,0,0,0.78,0.63,0.2,20,0.1506251991,-0.0014585423,-103.2710529547
,0,0,0,0,1,0,0,0,0.78,0.64,0.2,20,0.1613887995,-0.0008872873,-181.8901267943
,0,0,0,0,1,0,0,0,0.78,0.65,0.2,20,0.1729479283,-0.0002799517,-617.77773916
,0,0,0,0,1,0,0,0,0.78,0.66,0.2,20,0.1852325648,0.0003483387,531.7599359474
,0,0,0,0,1,0,0,0,0.78,0.67,0.2,20,0.1959791481,0.0009681665,202.4229800349
,0,0,0,0,1,0,0,0,0.78,0.68,0.2,20,0.2049665749,0.0015759018,130.0630374938
,0,0,0,0,1,0,0,0,0.78,0.69,0.2,20,0.2126184404,0.0021715725,97.9098972749
,0,0,0,0,1,0,0,0,0.78,0.7,0.2,20,0.2195045203,0.0027552911,79.6665442356
,0,0,0,0,1,0,0,0,0.8,0.5,0.2,20,0.042565003,-0.005724126,-7.4360702402
,0,0,0,0,1,0,0,0,0.8,0.51,0.2,20,0.0473972671,-0.005574842,-8.5019928995
,0,0,0,0,1,0,0,0,0.8,0.52,0.2,20,0.0527602136,-0.005402972,-9.7650355397
,0,0,0,0,1,0,0,0,0.8,0.53,0.2,20,0.0587284043,-0.0052073239,-11.278039436
,0,0,0,0,1,0,0,0,0.8,0.54,0.2,20,0.0653694421,-0.0049904669,-13.0988629741
,0,0,0,0,1,0,0,0,0.8,0.55,0.2,20,0.0726681724,-0.0047512623,-15.2944981379
,0,0,0,0,1,0,0,0,0.8,0.56,0.2,20,0.0801073313,-0.0044885762,-17.8469358056
,0,0,0,0,1,0,0,0,0.8,0.57,0.2,20,0.0877031684,-0.0042008162,-20.8776495387
,0,0,0,0,1,0,0,0,0.8,0.58,0.2,20,0.0955990627,-0.0038857555,-24.6024390109
,0,0,0,0,1,0,0,0,0.8,0.59,0.2,20,0.1039654613,-0.0035408365,-29.3618361932
,0,0,0,0,1,0,0,0,0.8,0.6,0.2,20,0.1129570678,-0.0031634432,-35.7070004608
,0,0,0,0,1,0,0,0,0.8,0.61,0.2,20,0.12221127,-0.0027502673,-44.4361426251
,0,0,0,0,1,0,0,0,0.8,0.62,0.2,20,0.1316193193,-0.0022959984,-57.3255274481
,0,0,0,0,1,0,0,0,0.8,0.63,0.2,20,0.1413403898,-0.0017951733,-78.7335628265
,0,0,0,0,1,0,0,0,0.8,0.64,0.2,20,0.151569441,-0.0012503052,-121.225954271
,0,0,0,0,1,0,0,0,0.8,0.65,0.2,20,0.1625044346,-0.0006654179,-244.2141015443
,0,0,0,0,1,0,0,0,0.8,0.66,0.2,20,0.1743412465,-5.34337741555646E-05,-3262.7537405917
,0,0,0,0,1,0,0,0,0.8,0.67,0.2,20,0.1856246442,0.0005690371,326.2083336921
,0,0,0,0,1,0,0,0,0.8,0.68,0.2,20,0.1950369924,0.0011794833,165.3579939623
,0,0,0,0,1,0,0,0,0.8,0.69,0.2,20,0.2029743195,0.0017778736,114.1669011228
,0,0,0,0,1,0,0,0,0.8,0.7,0.2,20,0.2099284977,0.0023642657,88.7922612505
,0,0,0,0,0,0,1,0,0.2,0.5,0.2,20,0.234078601,0.0091875959,25.4776770276
,0,0,0,0,0,0,1,0,0.2,0.51,0.2,20,0.2587659359,0.009536718,27.1336465962
,0,0,0,0,0,0,1,0,0.2,0.52,0.2,20,0.2851280868,0.0099020433,28.7948737611
,0,0,0,0,0,0,1,0,0.2,0.53,0.2,20,0.3117078543,0.0102820266,30.3157992511
,0,0,0,0,0,0,1,0,0.2,0.54,0.2,20,0.3379254937,0.0106758401,31.6532929057
,0,0,0,0,0,0,1,0,0.2,0.55,0.2,20,0.3641239107,0.0110827172,32.8551116237
,0,0,0,0,0,0,1,0,0.2,0.56,0.2,20,0.3911358714,0.0115020694,34.0056956533
,0,0,0,0,0,0,1,0,0.2,0.57,0.2,20,0.4194211364,0.0119339917,35.1450836353
,0,0,0,0,0,0,1,0,0.2,0.58,0.2,20,0.4480244517,0.0123787131,36.1931364012
,0,0,0,0,0,0,1,0,0.2,0.59,0.2,20,0.4730897248,0.0128353648,36.8582998747
,0,0,0,0,0,0,1,0,0.2,0.6,0.2,20,0.4951806962,0.0132995108,37.2330007958
,0,0,0,0,0,0,1,0,0.2,0.61,0.2,20,0.5136103034,0.0137703037,37.2984005719
,0,0,0,0,0,0,1,0,0.2,0.62,0.2,20,0.5266988277,0.0142477285,36.9672139457
,0,0,0,0,0,0,1,0,0.2,0.63,0.2,20,0.5349385738,0.014731843,36.3117210657
,0,0,0,0,0,0,1,0,0.2,0.64,0.2,20,0.5388355255,0.0152226901,35.3968662543
,0,0,0,0,0,0,1,0,0.2,0.65,0.2,20,0.5388279557,0.0157191809,34.2783736079
,0,0,0,0,0,0,1,0,0.2,0.66,0.2,20,0.5353310704,0.0162196234,33.005147974
,0,0,0,0,0,0,1,0,0.2,0.67,0.2,20,0.5289180875,0.0167232044,31.6277954182
,0,0,0,0,0,0,1,0,0.2,0.68,0.2,20,0.5200538635,0.0172299929,30.1830573302
,0,0,0,0,0,0,1,0,0.2,0.69,0.2,20,0.5089862347,0.0177400392,28.6913816233
,0,0,0,0,0,0,1,0,0.2,0.7,0.2,20,0.4962680042,0.0182531662,27.1880504874
,0,0,0,0,0,0,1,0,0.22,0.5,0.2,20,0.2264894396,0.0089205895,25.3895148521
,0,0,0,0,0,0,1,0,0.22,0.51,0.2,20,0.2504225671,0.0092655029,27.0274123059
,0,0,0,0,0,0,1,0,0.22,0.52,0.2,20,0.2760406733,0.0096270088,28.6735661133
,0,0,0,0,0,0,1,0,0.22,0.53,0.2,20,0.3017614484,0.0100039076,30.1643578155
,0,0,0,0,0,0,1,0,0.22,0.54,0.2,20,0.3270846307,0.0103947446,31.4663460514
,0,0,0,0,0,0,1,0,0.22,0.55,0.2,20,0.3523627818,0.0107987877,32.6298462002
,0,0,0,0,0,0,1,0,0.22,0.56,0.2,20,0.3781362772,0.0112154344,33.7157049574
,0,0,0,0,0,0,1,0,0.22,0.57,0.2,20,0.4051706791,0.0116442572,34.7957514284
,0,0,0,0,0,0,1,0,0.22,0.58,0.2,20,0.4329369068,0.0120857479,35.8221030574
,0,0,0,0,0,0,1,0,0.22,0.59,0.2,20,0.4574330747,0.0125395581,36.4792021419
,0,0,0,0,0,0,1,0,0.22,0.6,0.2,20,0.4790365994,0.013001659,36.8442672893
,0,0,0,0,0,0,1,0,0.22,0.61,0.2,20,0.4976297915,0.0134703005,36.9427386939
,0,0,0,0,0,0,1,0,0.22,0.62,0.2,20,0.5111233592,0.0139454566,36.6516044516
,0,0,0,0,0,0,1,0,0.22,0.63,0.2,20,0.5197716355,0.0144272074,36.0271826064
,0,0,0,0,0,0,1,0,0.22,0.64,0.2,20,0.524083674,0.0149155678,35.1366894662
,0,0,0,0,0,0,1,0,0.22,0.65,0.2,20,0.524490416,0.0154103329,34.0349828523
,0,0,0,0,0,0,1,0,0.22,0.66,0.2,20,0.5213837028,0.0159097724,32.7712860807
,0,0,0,0,0,0,1,0,0.22,0.67,0.2,20,0.5154883265,0.016413264,31.4068138123
,0,0,0,0,0,0,1,0,0.22,0.68,0.2,20,0.5071515441,0.0169198997,29.973673195
,0,0,0,0,0,0,1,0,0.22,0.69,0.2,20,0.496607393,0.0174297169,28.4919942102
,0,0,0,0,0,0,1,0,0.22,0.7,0.2,20,0.4846141636,0.0179427713,27.0088803729
,0,0,0,0,0,0,1,0,0.24,0.5,0.2,20,0.2188833207,0.0086549278,25.2900227198
,0,0,0,0,0,0,1,0,0.24,0.51,0.2,20,0.2420109957,0.0089955432,26.9034332135
,0,0,0,0,0,0,1,0,0.24,0.52,0.2,20,0.2668955624,0.0093529411,28.5360037604
,0,0,0,0,0,0,1,0,0.24,0.53,0.2,20,0.2917873859,0.0097263344,29.9997279448
,0,0,0,0,0,0,1,0,0.24,0.54,0.2,20,0.3162534535,0.010114219,31.2682030615
,0,0,0,0,0,0,1,0,0.24,0.55,0.2,20,0.3406506479,0.0105154756,32.3951726824
,0,0,0,0,0,0,1,0,0.24,0.56,0.2,20,0.3653528392,0.0109294476,33.4282987184
,0,0,0,0,0,0,1,0,0.24,0.57,0.2,20,0.3911449909,0.0113555286,34.4453353673
,0,0,0,0,0,0,1,0,0.24,0.58,0.2,20,0.4180214703,0.0117938193,35.4441135367
,0,0,0,0,0,0,1,0,0.24,0.59,0.2,20,0.4420369565,0.012244544,36.1007283326
,0,0,0,0,0,0,1,0,0.24,0.6,0.2,20,0.4631156325,0.0127046499,36.452451358
,0,0,0,0,0,0,1,0,0.24,0.61,0.2,20,0.4817565382,0.0131711802,36.5765657204
,0,0,0,0,0,0,1,0,0.24,0.62,0.2,20,0.4957076311,0.0136441449,36.331161442
,0,0,0,0,0,0,1,0,0.24,0.63,0.2,20,0.504812479,0.0141235841,35.7425194218
,0,0,0,0,0,0,1,0,0.24,0.64,0.2,20,0.5095726252,0.014609538,34.8794482892
,0,0,0,0,0,0,1,0,0.24,0.65,0.2,20,0.5104300976,0.0151020763,33.7986702928
,0,0,0,0,0,0,1,0,0.24,0.66,0.2,20,0.5078681707,0.0156000508,32.5555459537
,0,0,0,0,0,0,1,0,0.24,0.67,0.2,20,0.5024903417,0.0161023717,31.205983259
,0,0,0,0,0,0,1,0,0.24,0.68,0.2,20,0.4946630597,0.0166088138,29.7831660741
,0,0,0,0,0,0,1,0,0.24,0.69,0.2,20,0.4846383333,0.0171184391,28.3108950804
,0,0,0,0,0,0,1,0,0.24,0.7,0.2,20,0.4733681679,0.0176312402,26.8482626594
,0,0,0,0,0,0,1,0,0.28,0.5,0.2,20,0.2035936713,0.0081276111,25.0496325175
,0,0,0,0,0,0,1,0,0.28,0.51,0.2,20,0.2251161039,0.0084593687,26.6114543394
,0,0,0,0,0,0,1,0,0.28,0.52,0.2,20,0.2484939694,0.0088083772,28.2110953877
,0,0,0,0,0,0,1,0,0.28,0.53,0.2,20,0.2718384266,0.0091737797,29.632107538
,0,0,0,0,0,0,1,0,0.28,0.54,0.2,20,0.2946865261,0.0095549738,30.8411652683
,0,0,0,0,0,0,1,0,0.28,0.55,0.2,20,0.3173817992,0.0099506108,31.8957102814
,0,0,0,0,0,0,1,0,0.28,0.56,0.2,20,0.3403211534,0.0103591969,32.8520788518
,0,0,0,0,0,0,1,0,0.28,0.57,0.2,20,0.363892436,0.0107800988,33.7559462813
,0,0,0,0,0,0,1,0,0.28,0.58,0.2,20,0.3887502551,0.0112127094,34.670501235
,0,0,0,0,0,0,1,0,0.28,0.59,0.2,20,0.4120240808,0.0116570881,35.3453690377
,0,0,0,0,0,0,1,0,0.28,0.6,0.2,20,0.4322193861,0.0121127572,35.6829893445
,0,0,0,0,0,0,1,0,0.28,0.61,0.2,20,0.4502623379,0.0125752687,35.8053850491
,0,0,0,0,0,0,1,0,0.28,0.62,0.2,20,0.4652697742,0.0130440621,35.6690861047
,0,0,0,0,0,0,1,0,0.28,0.63,0.2,20,0.4754083753,0.0135190943,35.1656971059
,0,0,0,0,0,0,1,0,0.28,0.64,0.2,20,0.481161356,0.0140004251,34.3676247373
,0,0,0,0,0,0,1,0,0.28,0.65,0.2,20,0.4830489159,0.0144881122,33.3410529427
,0,0,0,0,0,0,1,0,0.28,0.66,0.2,20,0.4817604125,0.0149822505,32.1554103304
,0,0,0,0,0,0,1,0,0.28,0.67,0.2,20,0.4775831699,0.0154816248,30.8483880775
,0,0,0,0,0,0,1,0,0.28,0.68,0.2,20,0.4707842469,0.0159851909,29.4512746107
,0,0,0,0,0,0,1,0,0.28,0.69,0.2,20,0.4619055688,0.0164930709,28.0060379053
,0,0,0,0,0,0,1,0,0.28,0.7,0.2,20,0.4520186186,0.0170052033,26.5811946276
,0,0,0,0,0,0,1,0,0.3,0.5,0.2,20,0.1958829015,0.0078659533,24.9026270598
,0,0,0,0,0,0,1,0,0.3,0.51,0.2,20,0.2166560739,0.0081932237,26.4433246098
,0,0,0,0,0,0,1,0,0.3,0.52,0.2,20,0.2392651439,0.00853799,28.0235914893
,0,0,0,0,0,0,1,0,0.3,0.53,0.2,20,0.2618833482,0.0088993572,29.4272206761
,0,0,0,0,0,0,1,0,0.3,0.54,0.2,20,0.2839629054,0.0092765102,30.6109624501
,0,0,0,0,0,0,1,0,0.3,0.55,0.2,20,0.3058688939,0.0096690049,31.6339578957
,0,0,0,0,0,0,1,0,0.3,0.56,0.2,20,0.3279815614,0.0100748697,32.5544221579
,0,0,0,0,0,0,1,0,0.3,0.57,0.2,20,0.3506817222,0.0104931332,33.420115376
,0,0,0,0,0,0,1,0,0.3,0.58,0.2,20,0.3744145632,0.0109232236,34.2769293123
,0,0,0,0,0,0,1,0,0.3,0.59,0.2,20,0.3974026442,0.0113646612,34.9682790544
,0,0,0,0,0,0,1,0,0.3,0.6,0.2,20,0.4172420502,0.0118176984,35.3065407559
,0,0,0,0,0,0,1,0,0.3,0.61,0.2,20,0.4348200262,0.0122783137,35.4136599556
,0,0,0,0,0,0,1,0,0.3,0.62,0.2,20,0.4501681328,0.0127450963,35.3208890858
,0,0,0,0,0,0,1,0,0.3,0.63,0.2,20,0.4608789086,0.0132180359,34.8674275124
,0,0,0,0,0,0,1,0,0.3,0.64,0.2,20,0.4671802223,0.0136971762,34.1077763386
,0,0,0,0,0,0,1,0,0.3,0.65,0.2,20,0.4697054923,0.0141825369,33.118580661
,0,0,0,0,0,0,1,0,0.3,0.66,0.2,20,0.4690580964,0.0146742323,31.9647451949
,0,0,0,0,0,0,1,0,0.3,0.67,0.2,20,0.4655526876,0.0151720056,30.6849799475
,0,0,0,0,0,0,1,0,0.3,0.68,0.2,20,0.4593785107,0.0156741198,29.3080898042
,0,0,0,0,0,0,1,0,0.3,0.69,0.2,20,0.4511069357,0.01618037,27.8798899963
,0,0,0,0,0,0,1,0,0.3,0.7,0.2,20,0.441876322,0.0166909397,26.4740230294
,0,0,0,0,0,0,1,0,0.32,0.5,0.2,20,0.1881403923,0.007605718,24.7367036616
,0,0,0,0,0,0,1,0,0.32,0.51,0.2,20,0.2081765234,0.0079284273,26.2569757561
,0,0,0,0,0,0,1,0,0.32,0.52,0.2,20,0.2299901545,0.00826889,27.8139090616
,0,0,0,0,0,0,1,0,0.32,0.53,0.2,20,0.2519315779,0.0086261062,29.2057125265
,0,0,0,0,0,0,1,0,0.32,0.54,0.2,20,0.2732985318,0.0089992788,30.3689370975
,0,0,0,0,0,0,1,0,0.32,0.55,0.2,20,0.2944577336,0.0093879281,31.3655718774
,0,0,0,0,0,0,1,0,0.32,0.56,0.2,20,0.3157941699,0.009791011,32.253479227
,0,0,0,0,0,0,1,0,0.32,0.57,0.2,20,0.3376656473,0.0102066575,33.082882158
,0,0,0,0,0,0,1,0,0.32,0.58,0.2,20,0.3604211509,0.0106342016,33.8926385315
,0,0,0,0,0,0,1,0,0.32,0.59,0.2,20,0.3830240369,0.0110730436,34.5906735976
,0,0,0,0,0,0,1,0,0.32,0.6,0.2,20,0.402541548,0.0115232058,34.9331214756
,0,0,0,0,0,0,1,0,0.32,0.61,0.2,20,0.4196994603,0.0119819306,35.0276991506
,0,0,0,0,0,0,1,0,0.32,0.62,0.2,20,0.4350931346,0.0124467472,34.9563727461
,0,0,0,0,0,0,1,0,0.32,0.63,0.2,20,0.4464290142,0.012917649,34.559617946
,0,0,0,0,0,0,1,0,0.32,0.64,0.2,20,0.4533390105,0.0133946585,33.8447606186
,0,0,0,0,0,0,1,0,0.32,0.65,0.2,20,0.4565584958,0.0138777997,32.8984785535
,0,0,0,0,0,0,1,0,0.32,0.66,0.2,20,0.4565767348,0.0143671306,31.7792569381
,0,0,0,0,0,0,1,0,0.32,0.67,0.2,20,0.4537369609,0.0148627302,30.5285068621
,0,0,0,0,0,0,1,0,0.32,0.68,0.2,20,0.4482340217,0.0153634753,29.1753013526
,0,0,0,0,0,0,1,0,0.32,0.69,0.2,20,0.4406598508,0.0158682521,27.7699048404
,0,0,0,0,0,0,1,0,0.32,0.7,0.2,20,0.4320594072,0.0163771361,26.3818658257
,0,0,0,0,0,0,1,0,0.34,0.5,0.2,20,0.1803811044,0.0073469821,24.5517277632
,0,0,0,0,0,0,1,0,0.34,0.51,0.2,20,0.1996765882,0.0076649613,26.0505670394
,0,0,0,0,0,0,1,0,0.34,0.52,0.2,20,0.2206997424,0.0080009885,27.5840594447
,0,0,0,0,0,0,1,0,0.34,0.53,0.2,20,0.2419668883,0.0083540408,28.9640539342
,0,0,0,0,0,0,1,0,0.34,0.54,0.2,20,0.2626933157,0.0087232087,30.1142990767
,0,0,0,0,0,0,1,0,0.34,0.55,0.2,20,0.2831753194,0.009107817,31.091459062
,0,0,0,0,0,0,1,0,0.34,0.56,0.2,20,0.3037795722,0.009507536,31.9514511646
,0,0,0,0,0,0,1,0,0.34,0.57,0.2,20,0.3248433173,0.0099205412,32.7445157226
,0,0,0,0,0,0,1,0,0.34,0.58,0.2,20,0.3466972411,0.0103455698,33.5116622673
,0,0,0,0,0,0,1,0,0.34,0.59,0.2,20,0.3688544333,0.0107819363,34.2104073922
,0,0,0,0,0,0,1,0,0.34,0.6,0.2,20,0.3881103396,0.0112292459,34.562457983
,0,0,0,0,0,0,1,0,0.34,0.61,0.2,20,0.4048986435,0.0116860792,34.6479462077
,0,0,0,0,0,0,1,0,0.34,0.62,0.2,20,0.4200417995,0.0121490061,34.5741697751
,0,0,0,0,0,0,1,0,0.34,0.63,0.2,20,0.4320320189,0.0126179187,34.2395627339
,0,0,0,0,0,0,1,0,0.34,0.64,0.2,20,0.4396365881,0.0130928149,33.5784620387
,0,0,0,0,0,0,1,0,0.34,0.65,0.2,20,0.4435786605,0.0135737797,32.6790820467
,0,0,0,0,0,0,1,0,0.34,0.66,0.2,20,0.4442853034,0.0140608223,31.5973912422
,0,0,0,0,0,0,1,0,0.34,0.67,0.2,20,0.4421091378,0.0145540452,30.3770623029
,0,0,0,0,0,0,1,0,0.34,0.68,0.2,20,0.4372943342,0.015053194,29.0499367908
,0,0,0,0,0,0,1,0,0.34,0.69,0.2,20,0.4304937124,0.0155565394,27.6728455687
,0,0,0,0,0,0,1,0,0.34,0.7,0.2,20,0.4225538373,0.0160638876,26.3045812958
,0,0,0,0,0,0,1,0,0.36,0.5,0.2,20,0.1726268381,0.0070899744,24.3480199449
,0,0,0,0,0,0,1,0,0.36,0.51,0.2,20,0.1911844313,0.0074029337,25.8254955464
,0,0,0,0,0,0,1,0,0.36,0.52,0.2,20,0.2114350051,0.0077343537,27.3371264492
,0,0,0,0,0,0,1,0,0.36,0.53,0.2,20,0.2320144773,0.0080831209,28.7035762758
,0,0,0,0,0,0,1,0,0.36,0.54,0.2,20,0.2521433532,0.0084482338,29.8456883615
,0,0,0,0,0,0,1,0,0.36,0.55,0.2,20,0.2720124722,0.0088288365,30.8095491631
,0,0,0,0,0,0,1,0,0.36,0.56,0.2,20,0.2919254601,0.0092246523,31.646229105
,0,0,0,0,0,0,1,0,0.36,0.57,0.2,20,0.3122031093,0.0096347881,32.4037338507
,0,0,0,0,0,0,1,0,0.36,0.58,0.2,20,0.3331876397,0.0100572566,33.1290781325
,0,0,0,0,0,0,1,0,0.36,0.59,0.2,20,0.3548884094,0.0104911532,33.8273974876
,0,0,0,0,0,0,1,0,0.36,0.6,0.2,20,0.3739406466,0.0109359585,34.193678277
,0,0,0,0,0,0,1,0,0.36,0.61,0.2,20,0.3904152513,0.0113906749,34.2749885084
,0,0,0,0,0,0,1,0,0.36,0.62,0.2,20,0.4051384628,0.0118517485,34.1838558927
,0,0,0,0,0,0,1,0,0.36,0.63,0.2,20,0.4176652431,0.0123187313,33.9048910905
,0,0,0,0,0,0,1,0,0.36,0.64,0.2,20,0.4260417223,0.0127916336,33.3062793715
,0,0,0,0,0,0,1,0,0.36,0.65,0.2,20,0.4307377338,0.0132704619,32.4583829143
,0,0,0,0,0,0,1,0,0.36,0.66,0.2,20,0.4321574867,0.0137552842,31.4175614561
,0,0,0,0,0,0,1,0,0.36,0.67,0.2,20,0.4306594431,0.0142461564,30.2298690965
,0,0,0,0,0,0,1,0,0.36,0.68,0.2,20,0.4265330732,0.01474318,28.9308733394
,0,0,0,0,0,0,1,0,0.36,0.69,0.2,20,0.4205188453,0.0152451918,27.5837031647
,0,0,0,0,0,0,1,0,0.36,0.7,0.2,20,0.4133191705,0.015751075,26.2406959842
,0,0,0,0,0,0,1,0,0.38,0.5,0.2,20,0.1649014652,0.0068347226,24.1270165376
,0,0,0,0,0,0,1,0,0.38,0.51,0.2,20,0.1827305257,0.0071425606,25.5833357158
,0,0,0,0,0,0,1,0,0.38,0.52,0.2,20,0.202219829,0.0074691065,27.0741659662
,0,0,0,0,0,0,1,0,0.38,0.53,0.2,20,0.2221072912,0.0078133689,28.426571693
,0,0,0,0,0,0,1,0,0.38,0.54,0.2,20,0.2416843474,0.0081743049,29.5663484977
,0,0,0,0,0,0,1,0,0.38,0.55,0.2,20,0.2609506249,0.0085509559,30.5171290733
,0,0,0,0,0,0,1,0,0.38,0.56,0.2,20,0.2802033424,0.0089427773,31.3329218653
,0,0,0,0,0,0,1,0,0.38,0.57,0.2,20,0.2997544706,0.0093493275,32.0616077039
,0,0,0,0,0,0,1,0,0.38,0.58,0.2,20,0.3199228942,0.0097692125,32.7480740336
,0,0,0,0,0,0,1,0,0.38,0.59,0.2,20,0.3410036266,0.0102006374,33.4296390733
,0,0,0,0,0,0,1,0,0.38,0.6,0.2,20,0.3600522578,0.0106430566,33.8297794827
,0,0,0,0,0,0,1,0,0.38,0.61,0.2,20,0.3762584627,0.0110956552,33.9104321392
,0,0,0,0,0,0,1,0,0.38,0.62,0.2,20,0.3905936182,0.0115549657,33.8030962913
,0,0,0,0,0,0,1,0,0.38,0.63,0.2,20,0.4033311903,0.0120200729,33.5548040062
,0,0,0,0,0,0,1,0,0.38,0.64,0.2,20,0.4125374258,0.0124910222,33.0267146431
,0,0,0,0,0,0,1,0,0.38,0.65,0.2,20,0.4180145264,0.0129677895,32.2348328063
,0,0,0,0,0,0,1,0,0.38,0.66,0.2,20,0.4201725721,0.0134504642,31.2385183033
,0,0,0,0,0,0,1,0,0.38,0.67,0.2,20,0.4193734527,0.0139390491,30.0862311117
,0,0,0,0,0,0,1,0,0.38,0.68,0.2,20,0.4159378707,0.0144336727,28.8171887603
,0,0,0,0,0,0,1,0,0.38,0.69,0.2,20,0.4107120931,0.0149341179,27.5015970712
,0,0,0,0,0,0,1,0,0.38,0.7,0.2,20,0.4042508304,0.0154386191,26.184390442
,0,0,0,0,0,0,1,0,0.4,0.5,0.2,20,0.1572278142,0.0065811942,23.8904687237
,0,0,0,0,0,0,1,0,0.4,0.51,0.2,20,0.1743320823,0.0068837558,25.325140427
,0,0,0,0,0,0,1,0,0.4,0.52,0.2,20,0.1930568814,0.007205361,26.7935057522
,0,0,0,0,0,0,1,0,0.4,0.53,0.2,20,0.2123060524,0.007544932,28.1388954069
,0,0,0,0,0,0,1,0,0.4,0.54,0.2,20,0.2312968522,0.0079014804,29.2725970946
,0,0,0,0,0,0,1,0,0.4,0.55,0.2,20,0.2499871701,0.0082740812,30.2132846001
,0,0,0,0,0,0,1,0,0.4,0.56,0.2,20,0.2686148584,0.0086619072,31.0110524389
,0,0,0,0,0,0,1,0,0.4,0.57,0.2,20,0.2874747515,0.0090645589,31.7141467855
,0,0,0,0,0,0,1,0,0.4,0.58,0.2,20,0.3068833053,0.0094813611,32.3670095531
,0,0,0,0,0,0,1,0,0.4,0.59,0.2,20,0.3271602392,0.0099103395,33.0120112636
,0,0,0,0,0,0,1,0,0.4,0.6,0.2,20,0.3464286029,0.0103503522,33.4702236413
,0,0,0,0,0,0,1,0,0.4,0.61,0.2,20,0.3624249399,0.0108008711,33.5551583335
,0,0,0,0,0,0,1,0,0.4,0.62,0.2,20,0.3764262795,0.0112584652,33.4349551926
,0,0,0,0,0,0,1,0,0.4,0.63,0.2,20,0.3891263306,0.0117217973,33.1968145022
,0,0,0,0,0,0,1,0,0.4,0.64,0.2,20,0.3991075456,0.0121908644,32.7382482903
,0,0,0,0,0,0,1,0,0.4,0.65,0.2,20,0.4053979814,0.0126656638,32.0076379574
,0,0,0,0,0,0,1,0,0.4,0.66,0.2,20,0.4083230793,0.0131462561,31.0600277519
,0,0,0,0,0,0,1,0,0.4,0.67,0.2,20,0.4082448184,0.0136326458,29.9461178988
,0,0,0,0,0,0,1,0,0.4,0.68,0.2,20,0.4055091441,0.0141249551,28.7087032298
,0,0,0,0,0,0,1,0,0.4,0.69,0.2,20,0.4010647535,0.0146232676,27.426479804
,0,0,0,0,0,0,1,0,0.4,0.7,0.2,20,0.3953402042,0.0151264826,26.1356334221
,0,0,0,0,0,0,1,0,0.42,0.5,0.2,20,0.1496251523,0.0063293902,23.6397421508
,0,0,0,0,0,0,1,0,0.42,0.51,0.2,20,0.1660157293,0.006626613,25.0528783407
,0,0,0,0,0,0,1,0,0.42,0.52,0.2,20,0.1839790493,0.0069431607,26.4978814764
,0,0,0,0,0,0,1,0,0.42,0.53,0.2,20,0.2026154548,0.0072779255,27.8397264165
,0,0,0,0,0,0,1,0,0.42,0.54,0.2,20,0.2209831178,0.0076298984,28.9627864245
,0,0,0,0,0,0,1,0,0.42,0.55,0.2,20,0.2391334474,0.0079982402,29.8982577943
,0,0,0,0,0,0,1,0,0.42,0.56,0.2,20,0.257165134,0.0083820326,30.6805218104
,0,0,0,0,0,0,1,0,0.42,0.57,0.2,20,0.2753688991,0.0087807551,31.3605032784
,0,0,0,0,0,0,1,0,0.42,0.58,0.2,20,0.2940503657,0.0091938339,31.9834324721
,0,0,0,0,0,0,1,0,0.42,0.59,0.2,20,0.3135156035,0.0096201412,32.5895012331
,0,0,0,0,0,0,1,0,0.42,0.6,0.2,20,0.3328750432,0.0100577902,33.0962404843
,0,0,0,0,0,0,1,0,0.42,0.61,0.2,20,0.3489599824,0.0105060311,33.2152055404
,0,0,0,0,0,0,1,0,0.42,0.62,0.2,20,0.3626259267,0.010962273,33.0794468173
,0,0,0,0,0,0,1,0,0.42,0.63,0.2,20,0.375094533,0.0114238607,32.8343055689
,0,0,0,0,0,0,1,0,0.42,0.64,0.2,20,0.3857268095,0.0118910996,32.4382792572
,0,0,0,0,0,0,1,0,0.42,0.65,0.2,20,0.3928629458,0.0123639964,31.7747541402
,0,0,0,0,0,0,1,0,0.42,0.66,0.2,20,0.396581322,0.0128425686,30.8802183077
,0,0,0,0,0,0,1,0,0.42,0.67,0.2,20,0.3972494006,0.0133268479,29.808203979
,0,0,0,0,0,0,1,0,0.42,0.68,0.2,20,0.3952358365,0.0138169434,28.6051570928
,0,0,0,0,0,0,1,0,0.42,0.69,0.2,20,0.3915601671,0.0143128941,27.3571623156
,0,0,0,0,0,0,1,0,0.42,0.7,0.2,20,0.3865685761,0.0148145687,26.0938123767
,0,0,0,0,0,0,1,0,0.44,0.5,0.2,20,0.1421111971,0.0060793115,23.3761992785
,0,0,0,0,0,0,1,0,0.44,0.51,0.2,20,0.1577961892,0.0063710827,24.7675625369
,0,0,0,0,0,0,1,0,0.44,0.52,0.2,20,0.1750151217,0.0066824644,26.1902063706
,0,0,0,0,0,0,1,0,0.44,0.53,0.2,20,0.1930230558,0.00701235,27.5261582494
,0,0,0,0,0,0,1,0,0.44,0.54,0.2,20,0.2107695788,0.0073597031,28.6383262934
,0,0,0,0,0,0,1,0,0.44,0.55,0.2,20,0.2283905447,0.0077235894,29.5705186891
